"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-01","1990","01","01","","5.0","","-4.5","","0.3","","17.7","","0.0","","0.0","","0.2","","0.2","","3","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-02","1990","01","02","","-2.5","","-11.5","","-7.0","","25.0","","0.0","","0.0","","0.6","","0.6","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-03","1990","01","03","","1.5","","-12.0","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-04","1990","01","04","","2.5","","-12.5","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-05","1990","01","05","","7.0","","-12.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-06","1990","01","06","","5.5","","-2.5","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-07","1990","01","07","","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-08","1990","01","08","","7.0","","-1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-09","1990","01","09","","5.5","","-3.5","","1.0","","17.0","","0.0","","0.0","","0.4","","0.4","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-10","1990","01","10","","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-11","1990","01","11","","-0.5","","-14.5","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-12","1990","01","12","","5.5","","-12.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-13","1990","01","13","","10.0","","-1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-14","1990","01","14","","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-15","1990","01","15","","3.0","","-6.5","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-16","1990","01","16","","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","0.9","","0.9","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-17","1990","01","17","","-0.5","","-13.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-18","1990","01","18","","6.0","","-8.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-19","1990","01","19","","7.0","","-10.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-20","1990","01","20","","5.5","","-4.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-21","1990","01","21","","7.5","","-1.5","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-22","1990","01","22","","7.0","","-2.0","","2.5","","15.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-23","1990","01","23","","-1.5","","-9.0","","-5.3","","23.3","","0.0","","0.0","","0.5","","0.5","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-24","1990","01","24","","5.0","","-11.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-25","1990","01","25","","6.5","","-2.5","","2.0","","16.0","","0.0","","0.0","","2.2","","2.2","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-26","1990","01","26","","-6.0","","-12.0","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-27","1990","01","27","","0.0","","-16.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-28","1990","01","28","","0.5","","-9.0","","-4.3","","22.3","","0.0","","0.0","","1.9","","1.9","","3","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-29","1990","01","29","","-18.5","","-22.5","","-20.5","","38.5","","0.0","","0.0","","1.4","","1.4","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-30","1990","01","30","","-26.0","","-28.0","","-27.0","","45.0","","0.0","","0.0","","0.8","","0.8","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-01-31","1990","01","31","","-26.0","","-30.5","","-28.3","","46.3","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-01","1990","02","01","","-9.5","","-30.5","","-20.0","","38.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-02","1990","02","02","","4.0","","-22.5","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-03","1990","02","03","","9.0","","-4.0","","2.5","","15.5","","0.0","","0.0","","2.8","","2.8","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-04","1990","02","04","","1.5","","-7.5","","-3.0","","21.0","","0.0","","0.0","","0.2","","0.2","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-05","1990","02","05","","3.5","","-12.0","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-06","1990","02","06","","1.5","","-7.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-07","1990","02","07","","0.0","","-16.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-08","1990","02","08","","-4.0","","-11.0","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-09","1990","02","09","","4.5","","-16.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-10","1990","02","10","","9.0","","-2.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-11","1990","02","11","","6.5","","-6.0","","0.3","","17.7","","0.0","","0.0","","3.0","","3.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-12","1990","02","12","","-16.5","","-21.0","","-18.8","","36.8","","0.0","","0.0","","1.2","","1.2","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-13","1990","02","13","","-18.0","","-27.0","","-22.5","","40.5","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-14","1990","02","14","","-5.0","","-27.5","","-16.3","","34.3","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-15","1990","02","15","","-16.5","","-22.0","","-19.3","","37.3","","0.0","","0.0","","2.2","","2.2","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-16","1990","02","16","","-24.5","","-27.0","","-25.8","","43.8","","0.0","","0.0","","0.4","","0.4","","6","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-17","1990","02","17","","-8.5","","-32.5","","-20.5","","38.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-18","1990","02","18","","-2.5","","-20.0","","-11.3","","29.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-19","1990","02","19","","9.0","","-10.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-20","1990","02","20","","7.5","","-0.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-21","1990","02","21","","8.0","","-7.5","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-22","1990","02","22","","12.0","","-4.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-23","1990","02","23","","5.5","","-2.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-24","1990","02","24","","6.0","","-4.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-25","1990","02","25","","10.0","","-2.5","","3.8","","14.2","","0.0","","0.0","","0.2","","0.2","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-26","1990","02","26","","1.0","","-6.5","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-27","1990","02","27","","10.0","","-8.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-02-28","1990","02","28","","16.0","","-3.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-01","1990","03","01","","12.5","","-2.5","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-02","1990","03","02","","13.5","","-6.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-03","1990","03","03","","11.5","","-3.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-04","1990","03","04","","8.5","","-2.0","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-05","1990","03","05","","10.5","","-3.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-06","1990","03","06","","12.5","","-3.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-07","1990","03","07","","10.5","","-2.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-08","1990","03","08","","7.5","","-3.5","","2.0","","16.0","","0.0","","0.0","","1.6","","1.6","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-09","1990","03","09","","4.0","","-10.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-10","1990","03","10","","12.5","","-1.5","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-11","1990","03","11","","-1.5","","-5.0","","-3.3","","21.3","","0.0","","0.0","","4.8","","4.8","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-12","1990","03","12","","1.0","","-6.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-13","1990","03","13","","7.5","","-7.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-14","1990","03","14","","9.0","","-6.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-15","1990","03","15","","8.0","","-3.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-16","1990","03","16","","7.5","","-4.0","","1.8","","16.2","","0.0","","0.0","","3.0","E","3.0","E","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-17","1990","03","17","","4.0","","-5.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-18","1990","03","18","","13.0","","-7.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-19","1990","03","19","","13.0","","-0.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-20","1990","03","20","","2.5","","-4.0","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-21","1990","03","21","","-3.5","","-9.5","","-6.5","","24.5","","0.0","","0.0","","2.2","","2.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-22","1990","03","22","","-9.0","","-16.5","","-12.8","","30.8","","0.0","","0.0","","0.0","T","0.0","T","3","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-23","1990","03","23","","-5.0","","-17.5","","-11.3","","29.3","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-24","1990","03","24","","8.0","","-13.5","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-25","1990","03","25","","6.0","","-7.5","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-26","1990","03","26","","12.5","","-3.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-27","1990","03","27","","7.5","","-3.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-28","1990","03","28","","14.0","","-5.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-29","1990","03","29","","18.0","","-2.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-30","1990","03","30","","17.0","","-1.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-03-31","1990","03","31","","6.0","","2.0","","4.0","","14.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-01","1990","04","01","","16.0","","2.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-02","1990","04","02","","18.5","","4.0","","11.3","","6.7","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-03","1990","04","03","","10.5","","1.5","","6.0","","12.0","","0.0","","0.0","","0.6","","0.6","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-04","1990","04","04","","0.5","","-1.5","","-0.5","","18.5","","0.0","","0.0","","3.2","","3.2","","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-05","1990","04","05","","9.0","","-6.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-06","1990","04","06","","12.0","","-2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-07","1990","04","07","","12.0","","0.0","","6.0","","12.0","","0.0","","1.0","","1.8","","2.8","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-08","1990","04","08","","-0.5","","-6.0","","-3.3","","21.3","","0.0","","0.0","","2.4","","2.4","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-09","1990","04","09","","-3.5","","-9.0","","-6.3","","24.3","","0.0","","0.0","","0.8","","0.8","","4","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-10","1990","04","10","","0.0","","-13.5","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-11","1990","04","11","","6.0","","-10.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-12","1990","04","12","","9.5","","-2.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-13","1990","04","13","","14.0","","-3.5","","5.3","","12.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-14","1990","04","14","","14.0","","2.0","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-15","1990","04","15","","13.0","","-1.0","","6.0","","12.0","","0.0","","0.0","","0.2","","0.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-16","1990","04","16","","9.5","","-2.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-17","1990","04","17","","17.5","","-6.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-18","1990","04","18","","19.5","","6.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-19","1990","04","19","","20.0","","4.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-20","1990","04","20","","18.5","","7.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-21","1990","04","21","","19.5","","5.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-22","1990","04","22","","17.5","","3.0","","10.3","","7.7","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-23","1990","04","23","","15.0","","6.0","","10.5","","7.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-24","1990","04","24","","16.5","","-2.0","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-25","1990","04","25","","12.0","","-2.5","","4.8","","13.2","","0.0","","0.2","","7.0","","7.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-26","1990","04","26","","2.5","","-1.0","","0.8","","17.2","","0.0","","0.0","","1.6","","1.6","","7","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-27","1990","04","27","","1.5","","-2.5","","-0.5","","18.5","","0.0","","0.0","","4.3","","4.3","","3","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-28","1990","04","28","","-1.5","","-5.0","","-3.3","","21.3","","0.0","","0.0","","0.8","","0.8","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-29","1990","04","29","","3.5","","-4.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-04-30","1990","04","30","","12.5","","-3.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-01","1990","05","01","","14.5","","0.5","","7.5","","10.5","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-02","1990","05","02","","13.0","","3.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-03","1990","05","03","","18.0","","3.0","","10.5","","7.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-04","1990","05","04","","21.0","","3.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-05","1990","05","05","","25.0","","6.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-06","1990","05","06","","20.0","","3.5","","11.8","","6.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-07","1990","05","07","","9.5","","-1.5","","4.0","","14.0","","0.0","","0.0","","4.5","","4.5","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-08","1990","05","08","","7.0","","-3.5","","1.8","","16.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-09","1990","05","09","","13.0","","-2.5","","5.3","","12.7","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-10","1990","05","10","","12.0","","1.5","","6.8","","11.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-11","1990","05","11","","8.5","","1.0","","4.8","","13.2","","0.0","","0.0","","8.6","","8.6","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-12","1990","05","12","","7.0","","0.0","","3.5","","14.5","","0.0","","0.0","","1.0","E","1.0","E","9","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-13","1990","05","13","","12.0","","1.0","","6.5","","11.5","","0.0","","1.2","","0.0","","1.2","","","M","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-14","1990","05","14","","11.0","","0.0","","5.5","","12.5","","0.0","","0.6","","0.0","T","0.6","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-15","1990","05","15","","11.0","","1.0","","6.0","","12.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-16","1990","05","16","","13.0","","0.5","","6.8","","11.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-17","1990","05","17","","14.5","","-0.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-18","1990","05","18","","12.5","","3.0","","7.8","","10.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-19","1990","05","19","","13.5","","1.5","","7.5","","10.5","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-20","1990","05","20","","15.0","","1.0","","8.0","","10.0","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-21","1990","05","21","","13.5","","6.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-22","1990","05","22","","19.5","","0.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-23","1990","05","23","","22.5","","5.5","","14.0","","4.0","","0.0","","2.1","","0.0","","2.1","","0","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-05-24","1990","05","24","","13.5","","10.0","","11.8","","6.2","","0.0","","36.1","","0.0","","36.1","","0","","","","",""
